captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6074.first,candidates.6074.last,candidates.6074.party,candidates.6074.candidateID,candidates.6074.ballotOrder,candidates.6074.polID,candidates.6074.polNum,candidates.6074.electWon,candidates.6262.first,candidates.6262.last,candidates.6262.party,candidates.6262.candidateID,candidates.6262.ballotOrder,candidates.6262.polID,candidates.6262.polNum,candidates.6262.electWon,candidates.6286.first,candidates.6286.last,candidates.6286.incumbent,candidates.6286.party,candidates.6286.candidateID,candidates.6286.ballotOrder,candidates.6286.polID,candidates.6286.polNum,candidates.6286.electWon,candidates.6286.winnerDateTime
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AL-20221108_Eday80,1,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,216695,99,174751,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,219789,99,183993,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,219789,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,211797,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,211272,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1667980717,2022-11-09 01:58:37 -0600,979cc4970243f257438e38dd6dfd832de95ae652,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,210572,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668023386,2022-11-09 13:49:46 -0600,309737d9f18098d4c4017fd2213fc5c610606dd2,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,209431,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668024186,2022-11-09 14:03:06 -0600,9a27d0a4d1b21281281270bffccb621ee050307d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,211113,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668196917,2022-11-11 14:01:57 -0600,766c3c65aa0233389a8c493d3b72f2e38cd5d6fa,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,210119,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668196960,2022-11-11 14:02:40 -0600,c9666f1cb67be1fa7085fcb4f9fae4538d11a417,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,211113,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668197002,2022-11-11 14:03:22 -0600,2007ec4fe4cbfe3ae21c80d3f84eee8fb5054ccc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,210119,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668688130,2022-11-17 06:28:50 -0600,0de872bddbc6ccb63869fb20752bc65f69e6201e,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 7,7,210119,99,195620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668699340,2022-11-17 09:35:40 -0600,f3538b230e118db3177b4996ac473d2eaf1177ce,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 7,7,197595,99,193620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
1668700524,2022-11-17 09:55:24 -0600,626cce4f59cf909c3a49ae36fa2e780349403420,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 7,7,195575,99,193620,1113930,True,20221108AL1378,2022-11-08,AL,6286,Beatrice,Nichols,GOP,6074,2,70508,3840,0,Gavin,Goodman,Lib,6262,3,71677,4192,0,Terrycina,Sewell,True,Dem,6286,1,60639,3028,0,2022-11-09T03:58:04.392Z
