captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.13873.first,candidates.13873.last,candidates.13873.party,candidates.13873.candidateID,candidates.13873.ballotOrder,candidates.13873.polID,candidates.13873.polNum,candidates.13873.electWon,candidates.13875.first,candidates.13875.last,candidates.13875.abbrv,candidates.13875.party,candidates.13875.candidateID,candidates.13875.ballotOrder,candidates.13875.polID,candidates.13875.polNum,candidates.13875.electWon,candidates.14108.first,candidates.14108.last,candidates.14108.party,candidates.14108.candidateID,candidates.14108.ballotOrder,candidates.14108.polID,candidates.14108.polNum,candidates.14108.electWon,candidates.13873.winnerDateTime,isCertified
1668720778,2022-11-17 15:32:58 -0600,b944ed84eb8ca442fead77d12b1bdfd1f3aa48ae,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,233876,99,233370,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1668722061,2022-11-17 15:54:21 -0600,9ee79e7e8871e427d9172bcff0004253857c2461,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,233876,99,233388,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1668724757,2022-11-17 16:39:17 -0600,6cebebbecbb00274e086ebd164cf435156ede38c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,236396,99,236336,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1668739003,2022-11-17 20:36:43 -0600,2e3628ab471dd6d31eeead6fafd6ad2a27ea16b1,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,236486,99,236426,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1668811453,2022-11-18 16:44:13 -0600,c1e4009b7ab96a8f5e1f6d3c4c86f72eaa498bd7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,237916,99,236426,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,
1669162820,2022-11-22 18:20:20 -0600,787cfe5a054bda25f699b38c80425c5446635c34,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,237916,99,236426,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,False
1669226499,2022-11-23 12:01:39 -0600,44a2de22f04720aa905819749cff67438b52dd84,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,237916,99,236402,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,False
1669228862,2022-11-23 12:41:02 -0600,6a4108eeb7722030b6735e25cb43ec7a46fae283,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,237916,99,236426,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,False
1669591226,2022-11-27 17:20:26 -0600,dd1027f7f6b5b63dbe07cf3dddaee9e453c46bac,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,238775,99,236426,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,False
1669764224,2022-11-29 17:23:44 -0600,d0644c617a21fb8bf48af063dd62935efde5c7de,CO-20221108_Eday80,6,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,238775,99,236402,926250,True,20221108CO7727,2022-11-08,CO,Yadira,Caraveo,Dem,13873,1,70803,9326,0,Barbara,Kirkmeyer,Kirkmyr,GOP,13875,2,9165,8888,0,Richard,Ward,Lib,14108,3,71798,9797,0,2022-11-15T19:37:36.315Z,False
