captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.23294.first,candidates.23294.last,candidates.23294.abbrv,candidates.23294.party,candidates.23294.candidateID,candidates.23294.polID,candidates.23294.ballotOrder,candidates.23294.polNum,candidates.23294.electWon,candidates.23297.first,candidates.23297.last,candidates.23297.party,candidates.23297.candidateID,candidates.23297.polID,candidates.23297.ballotOrder,candidates.23297.polNum,candidates.23297.electWon,candidates.23726.first,candidates.23726.last,candidates.23726.party,candidates.23726.candidateID,candidates.23726.polID,candidates.23726.ballotOrder,candidates.23726.polNum,candidates.23726.electWon,candidates.23728.first,candidates.23728.last,candidates.23728.party,candidates.23728.candidateID,candidates.23728.polID,candidates.23728.ballotOrder,candidates.23728.polNum,candidates.23728.electWon,candidates.23294.winnerDateTime
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,276081,99,236761,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,275272,99,268786,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,275272,99,269627,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,275272,99,268786,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,275272,99,274563,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,276121,99,274563,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,275272,99,274563,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,276121,99,274563,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,276121,99,274933,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,276121,99,276843,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279265,99,276843,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667976427,2022-11-09 00:47:07 -0600,37543865b42fa093eb6d12d5468203ace58ae06d,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279265,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667978220,2022-11-09 01:17:00 -0600,e1b3684a64586d8bd4fc0a1bcb44792f80525495,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279844,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667978261,2022-11-09 01:17:41 -0600,2fcf177a45bf7e84f8682ce5ff329f68ac735ac5,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279265,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667978664,2022-11-09 01:24:24 -0600,73bce36c5ea8401647e246b61818fdde84855229,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279844,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667986108,2022-11-09 03:28:28 -0600,0d89337504a89a16ce478d64716763f3ed0e0320,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,281841,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667986148,2022-11-09 03:29:08 -0600,825565b33fc8f2e2b543fd07b19c543069fa86c6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,279844,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1667986188,2022-11-09 03:29:48 -0600,64f0dd4fc7a8de22a11d1603592ffce335504ee7,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,281841,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668015402,2022-11-09 11:36:42 -0600,4c62318089f9d9fbff475a67c67ffd29acfe7753,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,283878,99,277046,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668018046,2022-11-09 12:20:46 -0600,f39f5395bce3d08abf023c8cdf19c243dd1dfbca,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,283878,99,278546,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668032585,2022-11-09 16:23:05 -0600,a0565a3a3e4b31f155562a5b172e9f3e7b2ddb30,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,283878,99,278741,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668033432,2022-11-09 16:37:12 -0600,90e4a985f0ca9f8e6c54759406bec4916688ea78,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,281557,99,278741,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668175638,2022-11-11 08:07:18 -0600,de837b3cf89bdc80f406bfd5d74cc5ccdc110964,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,281557,99,278879,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668292733,2022-11-12 16:38:53 -0600,53f75336d769be0930d9ef2c26899fc951e75e0e,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 23,23,281557,99,278881,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668438623,2022-11-14 09:10:23 -0600,09e4232a1c7729d136971bbe3f7b2e0068252630,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 23,23,281557,99,278881,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1668442768,2022-11-14 10:19:28 -0600,a47884e9c11934faa18ce4efebfd1bd6103afdf6,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 23,23,281557,99,278983,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
1669048619,2022-11-21 10:36:59 -0600,82a68b3225eb841d7f077eee27497fb2282cee4d,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 23,23,279049,100,278983,915630,True,20221108FL10398,2022-11-08,FL,Jared,Moskowitz,Moskwtz,Dem,23294,71620,2,14100,0,Joe,Budd,GOP,23297,60127,1,15754,0,Mark,Napier,NPA,23726,71776,3,15983,0,Christine,Scott,NPA,23728,71775,4,15984,0,2022-11-09T01:39:16.938Z
