captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.39326.first,candidates.39326.last,candidates.39326.abbrv,candidates.39326.party,candidates.39326.candidateID,candidates.39326.ballotOrder,candidates.39326.polID,candidates.39326.polNum,candidates.39326.electWon,candidates.39327.first,candidates.39327.last,candidates.39327.abbrv,candidates.39327.incumbent,candidates.39327.party,candidates.39327.candidateID,candidates.39327.ballotOrder,candidates.39327.polID,candidates.39327.polNum,candidates.39327.electWon,candidates.39327.winnerDateTime,isCertified
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272261,98,214398,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272261,98,224257,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667969984,2022-11-08 22:59:44 -0600,a2fb710992b888fe9f7e47092d88395e89230dfc,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272261,98,224375,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272769,98,234641,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272769,98,240892,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667972541,2022-11-08 23:42:21 -0600,d38f954f3e6be3d250d58a04e08655875ea7700c,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272715,98,247103,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,272715,98,260391,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667975692,2022-11-09 00:34:52 -0600,da1c62563fe966a79ac256315975a76cf151abd0,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,276526,98,261352,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667976507,2022-11-09 00:48:27 -0600,209b6e99763633b1f7b84bb7726e9e7d3ee0aee1,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,276526,98,262426,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667977327,2022-11-09 01:02:07 -0600,384f6f6bf04bdb7a89e98ac973406bc3b1a77127,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,276526,98,262535,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667977366,2022-11-09 01:02:46 -0600,6e493bcb007f5684865247793748844d302980c2,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,276526,98,262426,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667977407,2022-11-09 01:03:27 -0600,7832f401c0de267d87674c9a4024307e1f8adb65,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,276526,98,262535,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,278366,98,263263,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667979192,2022-11-09 01:33:12 -0600,bdaf4fc12fe65f7bcce0f8063c33ccd41427f273,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,277629,98,263263,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,289003,98,271088,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667980920,2022-11-09 02:02:00 -0600,d8dacf3ba7026ec4b78c9b6ae2fd53c41765fbd5,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279592,98,272550,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667982478,2022-11-09 02:27:58 -0600,e7a4697387fd0327336c3244c6ef7d3c1cab12ad,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279592,98,272582,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667982517,2022-11-09 02:28:37 -0600,646431433e93fe970b24a70347fe4d3180275034,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279592,98,272550,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667982557,2022-11-09 02:29:17 -0600,5e236ebaa7ca1e499bf98e18c0b29e2f61478c37,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279592,98,272582,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667984243,2022-11-09 02:57:23 -0600,7115c058bcd3ff51a93d48244a4b79656d48a186,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279648,98,272582,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667985732,2022-11-09 03:22:12 -0600,3702b24fea3edad701ffe581ae9d29fa7027d761,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279648,98,276921,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667986550,2022-11-09 03:35:50 -0600,19ab2663806721e2a09cf86982ae22188241e675,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,279648,98,278222,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667988801,2022-11-09 04:13:21 -0600,4c72a5c0e2471fa350291b6c4da371e39c3bbefa,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,285585,98,278222,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1667996070,2022-11-09 06:14:30 -0600,9a70a1aae2765cd9a1b05877084cc0d5efa0a61a,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,285585,98,278228,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668026565,2022-11-09 14:42:45 -0600,a0d6698211597dc6c29a8069296fdd14896982e5,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,283873,98,278228,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668029099,2022-11-09 15:24:59 -0600,7b334ff94232507ca6c912e61304eea7e7cf51da,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,283873,98,279539,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668100314,2022-11-10 11:11:54 -0600,df7ff053ac35d6c79f61598209beba95627b8858,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,282363,98,279539,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668120474,2022-11-10 16:47:54 -0600,8015256161fedcaa7dd72a4e1a381213e8fe1b52,NM-20221108_Eday80,32,General,G,Active Tabulation,Called,H,U.S. House,True,District 1 ,1,282363,98,279547,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668554195,2022-11-15 17:16:35 -0600,e0724e69f7be0091b34ead0cd0cb52503a2b0fe9,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282363,98,279555,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668610847,2022-11-16 09:00:47 -0600,a0108f852b3aee490cabea2536a4b612977edec2,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282363,98,279819,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668615938,2022-11-16 10:25:38 -0600,7109f07058284bc67a04d301ee5274b19b5f7952,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282363,98,279874,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668696201,2022-11-17 08:43:21 -0600,0c086f35e83dddd861e3a62f86d5c6e46615f89c,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282363,98,280485,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668705530,2022-11-17 11:18:50 -0600,a73835f0ac47102222e344b4f4cf7b4b0774e1a8,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282980,98,280485,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1668808596,2022-11-18 15:56:36 -0600,528fa3e99792c247f108052247d999ec0796079a,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282980,98,280498,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,
1669138840,2022-11-22 11:40:40 -0600,40730603575fec57a52e6689ab877bc3ca519359,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282980,98,280498,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,False
1669742134,2022-11-29 11:15:34 -0600,ebd83388d2a5f1cdf5018f5daebadfdaefb28c0d,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,282980,98,280501,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,False
1669760952,2022-11-29 16:29:12 -0600,f80d5a47db50a6450137ed9f5dd1365fb5f4f9aa,NM-20221108_Eday80,32,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1 ,1,280489,100,280501,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,False
1669763729,2022-11-29 17:15:29 -0600,ebdca9427f42d63f32a1e765b54c1940f541a0ea,NM-20221108_Eday80,32,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1 ,1,280489,100,280501,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,False
1669847273,2022-11-30 16:27:53 -0600,84661ee1c9c05786fe7229c3bed05758f98fe0cc,NM-20221108_Eday80,32,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1 ,1,280613,100,280501,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,False
1669855782,2022-11-30 18:49:42 -0600,55ba9cc1e8a0542d6ac55cfc3bfa2481e63a8207,NM-20221108_Eday80,32,General,G,Vote Certified,Called,H,U.S. House,True,District 1 ,1,280613,100,280613,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,0.0,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,0.0,2022-11-09T04:10:31.953Z,True
1670884703,2022-12-12 16:38:23 -0600,2d49d8b71d0f9ed3cba12fde1def3d8883dff467,NM-20221108_Eday80,32,General,G,End of AP Tabulation,Called,H,U.S. House,True,District 1 ,1,280613,100,280613,687751,True,20221108NM34051,2022-11-08,NM,39327,Michelle,Garcia Holmes,GarcHlms,GOP,39326,2,68480,34786,,Melanie,Stansbury,Stansbry,True,Dem,39327,1,69709,34803,,2022-11-09T04:10:31.953Z,True
