captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.86416.first,candidates.86416.last,candidates.86416.party,candidates.86416.candidateID,candidates.86416.ballotOrder,candidates.86416.polID,candidates.86416.polNum,candidates.86416.electWon,candidates.86417.first,candidates.86417.last,candidates.86417.incumbent,candidates.86417.party,candidates.86417.candidateID,candidates.86417.ballotOrder,candidates.86417.polID,candidates.86417.polNum,candidates.86417.electWon,candidates.86417.winnerDateTime
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,235858,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,281380,99,227432,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,235858,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,254526,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,235858,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,254526,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,283536,99,258194,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287183,99,258194,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667972264,2022-11-08 23:37:44 -0600,32512d68a8869811d6b4c587f4ea396147ae27a4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287183,99,271279,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287183,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668014978,2022-11-09 11:29:38 -0600,e0f266ec74c8fb34e7edcdea056520c9c858a950,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287654,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668035133,2022-11-09 17:05:33 -0600,9277815e11a548ab0a8d21e93a618336e51c4630,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,289324,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668186933,2022-11-11 11:15:33 -0600,381ee9ca40b6dc3eee31a9010ee1e74e76d14be6,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287864,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668189457,2022-11-11 11:57:37 -0600,03879a586beaea680543ebe7584d40fd352b51d7,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,287025,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668191048,2022-11-11 12:24:08 -0600,fb26d11000aa7b7d938c526cc307e849f632dd75,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 24,24,285099,99,273272,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668719447,2022-11-17 15:10:47 -0600,638912b5c44758d43965c39c6263a0808361e254,NY-20221108_Eday80,33,General,G,Tabulation Paused,Called,H,U.S. House,True,District 24,24,285099,99,273472,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
1668808218,2022-11-18 15:50:18 -0600,31bdea45c329cf384c63d915329f1ea0000a245c,NY-20221108_Eday80,33,General,G,Tabulation Paused,Called,H,U.S. House,True,District 24,24,285565,99,273472,987617,True,20221108NY36604,2022-11-08,NY,86417,Steven,Holden,Dem,86416,1,71467,55605,0,Claudia,Tenney,True,GOP,86417,2,63809,52075,0,2022-11-09T03:57:08.052Z
