captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.63502.first,candidates.63502.last,candidates.63502.abbrv,candidates.63502.party,candidates.63502.candidateID,candidates.63502.polID,candidates.63502.ballotOrder,candidates.63502.polNum,candidates.63502.electWon,candidates.63503.first,candidates.63503.last,candidates.63503.party,candidates.63503.candidateID,candidates.63503.polID,candidates.63503.ballotOrder,candidates.63503.polNum,candidates.63503.electWon,candidates.63504.first,candidates.63504.last,candidates.63504.party,candidates.63504.candidateID,candidates.63504.polID,candidates.63504.ballotOrder,candidates.63504.polNum,candidates.63504.electWon,candidates.63503.winnerDateTime
1667981204,2022-11-09 02:06:44 -0600,09a8563a8daa3136c9787fc4f73c6b797a1fddf0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,248036,99,193370,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667984561,2022-11-09 03:02:41 -0600,107298d156a71c1d2c999d5eae992045e4e36f92,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,248036,99,203666,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667987805,2022-11-09 03:56:45 -0600,bbb6a6d5fd03b4b1c0bc88f9b3ab4c08369a3edd,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,248036,99,216648,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667990407,2022-11-09 04:40:07 -0600,c93ceb6395e9537cb6932486e53827020153f0ea,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,248036,99,234419,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667992954,2022-11-09 05:22:34 -0600,197ce4dc974fd4b41dfbcbeaf18c60742cb50a48,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,275787,99,234419,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667994551,2022-11-09 05:49:11 -0600,e6ad231bbcf9467c54ed7b0b386682a89c91c7ed,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,275787,99,257526,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1667996273,2022-11-09 06:17:53 -0600,2ed015c6d3787e04d0973d50070f7f96b5dd006c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,276910,99,257526,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668010579,2022-11-09 10:16:19 -0600,592a3bc68988af696982d033e96f0cab9e847320,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,276910,99,257593,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668050933,2022-11-09 21:28:53 -0600,0628d9c341bf59d47af0cf42204a2799fe85af97,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,276910,99,258487,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668094966,2022-11-10 09:42:46 -0600,61b8b6e59f806450c4bcd9787bd99375fbb7f5a8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,263762,99,258487,56085,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668109186,2022-11-10 13:39:46 -0600,e9a00cd232f26dc234ab8c0654665671e7113895,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,263762,99,258487,468705,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668125195,2022-11-10 18:06:35 -0600,7f132092628366ed9ec8fa9881a350b57801a68b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,263762,99,258713,468705,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668145278,2022-11-10 23:41:18 -0600,bbd6d3d4068cc86a3ec69409f2ad8cf7eccc264e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,261326,99,258713,468705,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668145321,2022-11-10 23:42:01 -0600,2e1bc6233b8b8656020388201bdbfa5fa3c101b9,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,263762,99,258713,468705,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
1668145365,2022-11-10 23:42:45 -0600,090f7fecb562f27930974cc25096736a7d88ed4d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,West Houston & subs,True,District 38,38,261326,99,258713,468705,True,20221108TX49951,2022-11-08,TX,Duncan,Klussmann,Klussmnn,Dem,63502,69923,3,53061,0,Wesley,Hunt,GOP,63503,68242,2,52430,0,Joel,Dejean,Ind,63504,41950,1,53408,0,2022-11-09T04:43:50.397Z
