captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.37361.first,candidates.37361.last,candidates.37361.incumbent,candidates.37361.party,candidates.37361.candidateID,candidates.37361.ballotOrder,candidates.37361.polID,candidates.37361.polNum,candidates.37361.electWon,candidates.37390.first,candidates.37390.last,candidates.37390.party,candidates.37390.candidateID,candidates.37390.ballotOrder,candidates.37390.polID,candidates.37390.polNum,candidates.37390.electWon,candidates.37973.first,candidates.37973.last,candidates.37973.abbrv,candidates.37973.party,candidates.37973.candidateID,candidates.37973.ballotOrder,candidates.37973.polID,candidates.37973.polNum,candidates.37973.electWon,candidates.37361.winnerDateTime
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,318974,99,50964,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,318974,99,57645,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,318974,99,62333,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,
1667970504,2022-11-08 23:08:24 -0600,218805bf82c018e2091a699549a3db0180a36d98,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,318974,99,65697,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,
1667973204,2022-11-08 23:53:24 -0600,9ca1adc2a96ccb8173cfd35380377368538cfb03,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,318974,99,163433,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,
1667974853,2022-11-09 00:20:53 -0600,675e67cf8102db01ebf6f3cc46b2432f97e9dfb7,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,318974,99,163433,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1667977894,2022-11-09 01:11:34 -0600,2883987a3e0c5c512fd0db14505e99d131238c1b,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,318974,99,164621,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1667978261,2022-11-09 01:17:41 -0600,2fcf177a45bf7e84f8682ce5ff329f68ac735ac5,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,318974,99,178460,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1667980799,2022-11-09 01:59:59 -0600,934823804566c431cf70570e863807e708ff1c49,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,318974,99,206854,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1667987563,2022-11-09 03:52:43 -0600,8abcd32a71680efad0e1b14075bb8680bae203ec,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,314634,99,206854,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1668019814,2022-11-09 12:50:14 -0600,f4a1083e2806f5716e5c1476200c9cf8f7bfecf8,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,314634,99,277536,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1668021425,2022-11-09 13:17:05 -0600,ff8e0d5eb19c639b3459ffd042d9480eb590737e,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,280339,99,277536,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
1668211431,2022-11-11 18:03:51 -0600,27a55bc5f44afba0d684dbad0e40961b55b623f6,MI-20221108_Eday80,23,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,280339,99,277536,1308008,True,20221108MI23816,2022-11-08,MI,37361,Rashida,Tlaib,True,Dem,37361,1,67177,27017,0,Steven,Elliott,GOP,37390,2,70844,30138,0,Gary,Walkowicz,Walkwcz,WCP,37973,3,64450,28960,0,2022-11-09T06:16:11.483Z
