captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.26935.first,candidates.26935.last,candidates.26935.abbrv,candidates.26935.incumbent,candidates.26935.party,candidates.26935.candidateID,candidates.26935.ballotOrder,candidates.26935.polID,candidates.26935.polNum,candidates.26935.electWon,candidates.28636.first,candidates.28636.last,candidates.28636.abbrv,candidates.28636.party,candidates.28636.candidateID,candidates.28636.ballotOrder,candidates.28636.polID,candidates.28636.polNum,candidates.28636.electWon,candidates.28642.first,candidates.28642.last,candidates.28642.party,candidates.28642.candidateID,candidates.28642.ballotOrder,candidates.28642.polID,candidates.28642.polNum,candidates.28642.electWon,candidates.26935.winnerDateTime,isCertified
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,448198,99,117798,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,448198,99,123580,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,448198,99,193370,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,448198,99,200851,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,448198,99,234374,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,239664,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667971525,2022-11-08 23:25:25 -0600,8a3d225df35b90ad7577e78c738af67af6cd9c8b,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,242121,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667972264,2022-11-08 23:37:44 -0600,32512d68a8869811d6b4c587f4ea396147ae27a4,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,244175,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,242121,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,244175,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667973074,2022-11-08 23:51:14 -0600,eb28abe2520dfc732dc2e53485df27d909fe0dce,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,283284,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,285336,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,293354,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,294469,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,293354,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,294469,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667977077,2022-11-09 00:57:57 -0600,e96cea5b95acdc4d7cb935c4ee20e3275e516aa1,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,438939,99,303021,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432325,99,303021,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1667982199,2022-11-09 02:23:19 -0600,0f8260b25929c4b69b3b9d7f2f5fb7ed3444679e,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432325,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668010329,2022-11-09 10:12:09 -0600,2c68f6da732af379db0136e9620f465556d8bc74,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668013729,2022-11-09 11:08:49 -0600,94f4ef7ff4d7cdd1203f0c6148d903f215e9ee90,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668013811,2022-11-09 11:10:11 -0600,7a8747f1feb7e25f7e4d582bb6814946a01887a1,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668013935,2022-11-09 11:12:15 -0600,f56c264d3a910e38670b199d2156906044004eb9,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014018,2022-11-09 11:13:38 -0600,8bcbfebaf000247d589b51a6db21a1a627d84fe4,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014060,2022-11-09 11:14:20 -0600,c77137b7ddb0fbccbd1e559cabaf7b86fff6cde9,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014102,2022-11-09 11:15:02 -0600,b2cabcd1e7aaf8bc5b9fff7c805b0088e4c6d7ac,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014183,2022-11-09 11:16:23 -0600,20e0975e77d9f2f627b44e544b559a3888ade22d,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014224,2022-11-09 11:17:04 -0600,dc1fee1a1c7c910eae4bf2d164f09f508e17eae5,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014307,2022-11-09 11:18:27 -0600,c3ddd486f30f04610626b462b6208d0d71bc2685,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014348,2022-11-09 11:19:08 -0600,ab32fe2693b69782613e84bc432d1d92dbde03aa,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014391,2022-11-09 11:19:51 -0600,084b762ad3fc844808263e7e1b29a5f570fad4ba,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014559,2022-11-09 11:22:39 -0600,05066aab4c0b93d613c359f22c9813470546f78b,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,433176,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668014601,2022-11-09 11:23:21 -0600,d7b46f3fc5058d40d0108d04d992d59115a9539e,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,432863,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668020486,2022-11-09 13:01:26 -0600,f267e3bbbae16782af81d9d9c315d2afbf2e75cc,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,414397,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668021298,2022-11-09 13:14:58 -0600,c273fd1001f91f47677b524bacc2b69ecb4dbac0,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,376114,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668022068,2022-11-09 13:27:48 -0600,54989ad132a27574aa6308acb004b2d4010a3eda,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,375309,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668022275,2022-11-09 13:31:15 -0600,830e7cab9dd4c198612bd2f61b04e37c351ba5b3,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,321571,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668023805,2022-11-09 13:56:45 -0600,933de43fade4cf4bbb8847d373ab71f53b5e02a6,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,314488,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668024653,2022-11-09 14:10:53 -0600,c6090a6ba7ea6cdd97f5b05ade99fad44f900dd0,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,307593,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1668292485,2022-11-12 16:34:45 -0600,f72eaaac8e1cc479140b639069bd34d8caf70cec,WI-20221108_Eday80,50,General,G,Tabulation Paused,Called,H,U.S. House,True,District 8,8,307593,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,
1669216080,2022-11-23 09:08:00 -0600,4a9620a9d082577755df847db53971608292d51f,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,307593,99,304517,692290,True,20221108WI50068,2022-11-08,WI,26935,Mike,Gallagher,Gallaghr,True,GOP,26935,1,65480,53018,0,Jacob,VandenPlas,VandnPls,Lib,28636,2,71656,53659,0,Paul,Boucher,Ind,28642,3,71655,53662,0,2022-11-09T04:04:03.216Z,False
