captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.29277.first,candidates.29277.last,candidates.29277.abbrv,candidates.29277.party,candidates.29277.candidateID,candidates.29277.ballotOrder,candidates.29277.polID,candidates.29277.polNum,candidates.29277.electWon,candidates.29280.first,candidates.29280.last,candidates.29280.party,candidates.29280.candidateID,candidates.29280.ballotOrder,candidates.29280.polID,candidates.29280.polNum,candidates.29280.electWon,candidates.29277.winnerDateTime,isCertified
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,155983,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,183787,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,194826,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,196589,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,230907,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,196589,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,230907,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667974006,2022-11-09 00:06:46 -0600,c8cae7bec2b0c7f4ed9e9ca6a473abc069a1d034,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 13,13,277708,99,231690,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,277708,99,231690,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1667978096,2022-11-09 01:14:56 -0600,9704f9ed3b0570d75ec2a13ef6d6f848b5453f32,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,277708,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1667985515,2022-11-09 03:18:35 -0600,31dd34586ab7b0bee9484705570a9db12d11e661,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,273543,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668026647,2022-11-09 14:44:07 -0600,45f4395e1aa504323ee096b3879d0e857a057ff2,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,273283,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668027438,2022-11-09 14:57:18 -0600,cd595eb8a0adc8971543d43b48db3b9923c5295c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,273437,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668028310,2022-11-09 15:11:50 -0600,63e79c02b65a55f6acd68db9ee4d0498a8974a5b,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,264353,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668035811,2022-11-09 17:16:51 -0600,b63b5b16e6aa2756fd304a069271005bab99d3e8,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,263790,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668050341,2022-11-09 21:19:01 -0600,2de22de46b7f3f07aceef43f4de6ae6088a95cbb,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,247123,99,236096,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668125025,2022-11-10 18:03:45 -0600,62d3aef3114fda4a5f38c407ab72786ea96fd9d8,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,247123,99,241250,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668132015,2022-11-10 20:00:15 -0600,94a5438860e05d58a72c50709de3b3a26cd66387,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,243945,99,241250,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668196584,2022-11-11 13:56:24 -0600,b09c91814167435e0646d524f61bb1c2c9af7f99,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,243945,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668196626,2022-11-11 13:57:06 -0600,d309d5d325eb7d3971ced1db16a2bc87354b6f7c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,243945,99,241250,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668196668,2022-11-11 13:57:48 -0600,c25549a3b03554044b100cb4b00f2e378ee149f4,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,243945,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668384097,2022-11-13 18:01:37 -0600,51cddf3f7316bb53b7feb9d2af5d8dce2f9df1a0,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,245982,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668464956,2022-11-14 16:29:16 -0600,e2d5a5a4b4d8817e7250a8174b03a625f52bba58,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,246604,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668469260,2022-11-14 17:41:00 -0600,47e5797f6c8e0111bf6054af646209617ec171e1,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,H,U.S. House,True,District 13,13,248203,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1668639416,2022-11-16 16:56:56 -0600,328464d8c6595193d8cb2cd2e047f0a831c42e5e,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,H,U.S. House,True,District 13,13,248203,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,
1669141797,2022-11-22 12:29:57 -0600,60eeec55b03ee96f353ca73731923cde0a6d2085,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,H,U.S. House,True,District 13,13,248203,99,243266,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,False
1669142749,2022-11-22 12:45:49 -0600,6f5b2fe9317fbd5b480cfe07addaaa2a958720b0,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,H,U.S. House,True,District 13,13,248203,99,243480,1110089,True,20221108IL16002,2022-11-08,IL,Nikki,Budzinski,Budzinsk,Dem,29277,2,71104,23039,0,Regan,Deering,GOP,29280,1,71101,23042,0,2022-11-09T06:09:02.205Z,False
