captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.54393.first,candidates.54393.last,candidates.54393.incumbent,candidates.54393.party,candidates.54393.candidateID,candidates.54393.ballotOrder,candidates.54393.polID,candidates.54393.polNum,candidates.54393.electWon,candidates.56200.first,candidates.56200.last,candidates.56200.party,candidates.56200.candidateID,candidates.56200.ballotOrder,candidates.56200.polID,candidates.56200.polNum,candidates.56200.electWon,candidates.56202.first,candidates.56202.last,candidates.56202.abbrv,candidates.56202.party,candidates.56202.candidateID,candidates.56202.ballotOrder,candidates.56202.polID,candidates.56202.polNum,candidates.56202.electWon,candidates.56203.first,candidates.56203.last,candidates.56203.party,candidates.56203.candidateID,candidates.56203.ballotOrder,candidates.56203.polID,candidates.56203.polNum,candidates.56203.electWon,candidates.54393.winnerDateTime
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,267250,90,161212,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,
1667973424,2022-11-08 23:57:04 -0600,af3468c86121e4f756caa76aafa8fe74e6306883,UT-20221108_Eday80,45,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,267250,90,174229,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,
1667974269,2022-11-09 00:11:09 -0600,13a14ca127ca598b674838e5aa250bed9ab33b53,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267250,90,179679,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267250,90,180103,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667975941,2022-11-09 00:39:01 -0600,824726c09f3a54d568715997d5b46bff5c7f219d,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267250,90,180944,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267250,90,180103,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267250,90,180944,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667982835,2022-11-09 02:33:55 -0600,8e48ed8e0efd40f8d0dda28d27448766e0119b60,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266897,90,180944,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667985436,2022-11-09 03:17:16 -0600,3424d47f5341c2a346e8a3799f78a52faeab6c0b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266897,90,185209,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1667997036,2022-11-09 06:30:36 -0600,cdacc4bec11b237d4aaf6d61e2d0e8e57d5bd0e4,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266897,99,185209,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668038549,2022-11-09 18:02:29 -0600,c7934111770d1bcc17c3a95ecb3296f7138ba234,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266897,99,191381,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668042887,2022-11-09 19:14:47 -0600,d1e703cb6904b10b82ba124e2000c0fcde7ed731,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266960,99,191381,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668134099,2022-11-10 20:34:59 -0600,4bc34595483497ae542c2be500cabf388af5e2a4,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266960,99,199015,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668134143,2022-11-10 20:35:43 -0600,fc704a4904e9d21469823a98fcd62b1031067fec,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266960,99,191381,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668134785,2022-11-10 20:46:25 -0600,ffbeb9fc3a00f9b9914dc70f8fc99bc482c93fae,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266960,99,199015,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668138408,2022-11-10 21:46:48 -0600,f63f2396f29627b6b61479c2a6387c0af5a7c3d1,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266422,99,217049,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668209839,2022-11-11 17:37:19 -0600,01e717546b1d076708b9b72896296fcf9a163758,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266422,99,218832,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668211558,2022-11-11 18:05:58 -0600,eb59cbea94ea39fec8ebcc032c6fc06a14cdcb64,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266422,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668212398,2022-11-11 18:19:58 -0600,8e1d5dda7f1e208e814382731be0b48f9ac30f91,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272419,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668216523,2022-11-11 19:28:43 -0600,42386399a451b3316f1153188eb5f99681d34dc1,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,268739,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668216564,2022-11-11 19:29:24 -0600,49a88cccefbe1e04de582bc6c38a0f87f5450a05,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272419,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668216604,2022-11-11 19:30:04 -0600,13cbbf43155cd1df1e29b58cdba9ef65465dcd82,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,268739,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668302129,2022-11-12 19:15:29 -0600,d06388f5cbb321516f195743ca21521eb3d86620,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267241,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668435186,2022-11-14 08:13:06 -0600,56f50f54419a8c8d7194b969aaeee16076a24f19,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,253559,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668436449,2022-11-14 08:34:09 -0600,df10c32a3d9446c036b142c64a5bdfc4954f60e0,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,253471,99,226117,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668465910,2022-11-14 16:45:10 -0600,f72e6dcf0da1b97b8d642481b5d4401da0a00b85,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,253471,99,227066,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668467639,2022-11-14 17:13:59 -0600,e010b917e2358f783a3e12655ec7f599778cbe7a,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252965,99,227066,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668470602,2022-11-14 18:03:22 -0600,64e19f2f8e3ba1e87bfeec59befddb1d1422e482,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252965,99,231968,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668477401,2022-11-14 19:56:41 -0600,02d9a9802216ea0e6c5354135bc32d63c8c9da5a,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,257917,99,231968,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668522282,2022-11-15 08:24:42 -0600,9946eaeeea2e786f623cbe79cfa04714548c638b,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,258266,99,246667,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668557935,2022-11-15 18:18:55 -0600,89a6c26c3205c7b54b2f362a59a4e5e322aa59ff,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,258266,99,246754,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668570383,2022-11-15 21:46:23 -0600,bedcaca4f3d3fcff614f9f0ac7d8dc9ffc23adcb,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,261122,99,254198,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668645066,2022-11-16 18:31:06 -0600,db5b2a567a5fe6ecef5bc3243126dffd23d46c12,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,261122,99,254731,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668647174,2022-11-16 19:06:14 -0600,718f97f5742d02da9608175037e8fda90632727a,UT-20221108_Eday80,45,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,261661,99,254731,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668788856,2022-11-18 10:27:36 -0600,4455ab42466259cb7ad377f3272f252ab24a6bee,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,261661,99,255386,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668812832,2022-11-18 17:07:12 -0600,5b9614ab52fab8f1d1abf353b407644465fc43e5,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,262387,99,255386,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668816033,2022-11-18 18:00:33 -0600,4b4b5f43cba89a490b402a44bb32d2a154939a67,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,262335,99,255386,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,262335,99,257588,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1669040161,2022-11-21 08:16:01 -0600,b20149c97ba822253c7b4afeea9a087475bc492e,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,263086,99,257588,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
1669133674,2022-11-22 10:14:34 -0600,80de3865215bce3f8e2fefe06ae210165d616256,UT-20221108_Eday80,45,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,263086,99,258018,741929,True,20221108UT45670,2022-11-08,UT,54393,Chris,Stewart,True,GOP,54393,4,61890,50528,0,Nick,Mitchell,Dem,56200,1,70424,51264,0,JayMac,McFarland,McFarlnd,UUT,56202,2,68827,51138,0,Cassie,Easley,CST,56203,3,70425,51265,0,2022-11-09T06:01:47.159Z
