captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.25339.first,candidates.25339.last,candidates.25339.party,candidates.25339.incumbent,candidates.25339.candidateID,candidates.25339.polID,candidates.25339.ballotOrder,candidates.25339.polNum,candidates.25340.first,candidates.25340.last,candidates.25340.party,candidates.25340.candidateID,candidates.25340.polID,candidates.25340.ballotOrder,candidates.25340.polNum,candidates.25339.winnerDateTime,isCertified
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,184717,99,122726,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,184717,99,123165,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,184717,99,165408,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,184717,99,171766,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,203764,99,198367,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,184717,99,171766,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,203764,99,198367,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667973338,2022-11-08 23:55:38 -0600,60e23f89b0832d690c2e9c2012f75df6b998f230,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,203192,99,200249,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,203192,99,200990,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1667978461,2022-11-09 01:21:01 -0600,f1eaab2ad1bc5db55713124b104cf813b6eb5754,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,207247,99,205004,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1668164575,2022-11-11 05:02:55 -0600,127208ae38cfb8c17bf2fc9a7404688fdf87c8fb,LA-20221108_Eday80,19,Open Primary,X,Active Tabulation,Called,H,U.S. House,True,District 2,2,207247,99,205006,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1668596578,2022-11-16 05:02:58 -0600,1c53580951582eac68b66016e2e98a895c26387d,LA-20221108_Eday80,19,Open Primary,X,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,207247,99,205046,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,
1669237140,2022-11-23 14:59:00 -0600,4c9badfa3e1bd624ac6aa14b6e66e62fb1c85f28,LA-20221108_Eday80,19,Open Primary,X,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,205047,100,205046,829331,True,20221108LA20557,2022-11-08,LA,25339,Troy,Carter,Dem,True,25339,71728,1,21715,Dan,Lux,GOP,25340,71729,2,22306,2022-11-09T03:59:48.432Z,False
