captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex
1667981123,2022-11-09 02:05:23 -0600,cab57d2c03fab6367d8f4209c67e475f346b5a09,20221108HI12211,live,87.35,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-09T08:03:06.199Z,0,248,0,18740,250183,72.52,19997,86211,24.99,20380,3770,1.09,20381,3182,0.92,20382,1662,0.48,394975,99,345008,853874,0,217,X,2022-11-09T05:00:05.214Z,0.0
1667981603,2022-11-09 02:13:23 -0600,3310dbe8867ffe9b16ad80e27a2817750d56a0d9,20221108HI12211,live,87.35,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-09T08:12:21.826Z,0,248,0,18740,250183,72.52,19997,86211,24.99,20380,3770,1.09,20381,3182,0.92,20382,1662,0.48,394975,99,345008,853874,0,217,X,2022-11-09T05:00:05.214Z,0.0
1667981845,2022-11-09 02:17:25 -0600,7e68193d40ccd008289f64ac07d8a8176d00c571,20221108HI12211,live,87.35,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-09T08:16:05.576Z,0,248,0,18740,250183,72.52,19997,86211,24.99,20380,3770,1.09,20381,3182,0.92,20382,1662,0.48,394975,99,345008,853874,0,217,X,2022-11-09T05:00:05.214Z,0.0
1668083849,2022-11-10 06:37:29 -0600,6296bff6087e1efaaeae83549b78a9298df6cba2,20221108HI12211,live,95.41,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T12:36:22.463Z,0,248,0,18740,269506,71.52,19997,97556,25.89,20380,4309,1.14,20381,3583,0.95,20382,1876,0.5,394975,99,376830,853874,0,237,X,2022-11-09T05:00:05.214Z,0.0
1668083975,2022-11-10 06:39:35 -0600,63119e36e1cb32f7efc24f6178043e11b01c4a75,20221108HI12211,live,95.41,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T12:38:28.433Z,0,248,0,18740,269506,71.52,19997,97556,25.89,20380,4309,1.14,20381,3583,0.95,20382,1876,0.5,394975,99,376830,853874,0,237,X,2022-11-09T05:00:05.214Z,0.0
1668085112,2022-11-10 06:58:32 -0600,681502e7c0d86681a575bbd066f51efe4c63afe0,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T12:57:11.512Z,0,248,0,18740,280688,71.45,19997,101599,25.86,20380,4621,1.18,20381,3876,0.99,20382,2058,0.52,394975,99,392842,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
1668085196,2022-11-10 06:59:56 -0600,c5f106926d09a7b8697c8c64127af31d661014d6,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T12:58:47.803Z,0,248,0,18740,280688,71.45,19997,101599,25.86,20380,4621,1.18,20381,3876,0.99,20382,2058,0.52,394975,99,392842,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
1668085318,2022-11-10 07:01:58 -0600,516c36c87d6b2cdb5100776e40ece520a51111d7,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T13:01:06.263Z,0,248,0,18740,285188,71.31,19997,103855,25.97,20380,4757,1.19,20381,3993,1.0,20382,2142,0.54,394975,99,399935,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
1668085614,2022-11-10 07:06:54 -0600,1c9c593c7673e65766a7f837a0f128844036dcf6,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T13:06:05.153Z,0,248,0,18740,289585,71.25,19997,105704,26.01,20380,4870,1.2,20381,4102,1.01,20382,2189,0.54,394975,99,406450,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
1668085789,2022-11-10 07:09:49 -0600,d14de8d3cdee01ce3f4d8caf06a1f6cf5a2046d6,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-10T13:08:49.748Z,0,248,0,18740,289585,71.25,19997,105704,26.01,20380,4870,1.2,20381,4102,1.01,20382,2189,0.54,410556,99,406450,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
1668137546,2022-11-10 21:32:26 -0600,b5e9b085da519f37d629a390bac7051c62e4853c,20221108HI12211,live,99.0,HI,Hawaii,12,1,2022-11-09T05:00:00.000Z,state,0,2022-11-11T03:31:26.628Z,0,248,0,18740,289585,71.25,19997,105704,26.01,20380,4870,1.2,20381,4102,1.01,20382,2189,0.54,410556,99,406450,853874,0,246,X,2022-11-09T05:00:05.214Z,0.0
