captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.62890.first,candidates.62890.last,candidates.62890.party,candidates.62890.candidateID,candidates.62890.polID,candidates.62890.ballotOrder,candidates.62890.polNum,candidates.62890.electWon,candidates.62970.first,candidates.62970.last,candidates.62970.party,candidates.62970.candidateID,candidates.62970.polID,candidates.62970.ballotOrder,candidates.62970.polNum,candidates.62970.electWon,candidates.63494.first,candidates.63494.last,candidates.63494.party,candidates.63494.candidateID,candidates.63494.polID,candidates.63494.ballotOrder,candidates.63494.polNum,candidates.63494.electWon,candidates.63495.first,candidates.63495.last,candidates.63495.party,candidates.63495.candidateID,candidates.63495.polID,candidates.63495.ballotOrder,candidates.63495.polNum,candidates.63495.electWon,candidates.62970.winnerDateTime
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,233872,99,149857,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667977690,2022-11-09 01:08:10 -0600,c2d57f962724e5d811f2a0173268728cbb4962f4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,233872,99,176739,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667982675,2022-11-09 02:31:15 -0600,786807e6e366b393d0fa43f17f9992eb44d36d90,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,187753,99,176739,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667987805,2022-11-09 03:56:45 -0600,bbb6a6d5fd03b4b1c0bc88f9b3ab4c08369a3edd,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,233872,99,176739,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667988842,2022-11-09 04:14:02 -0600,3835bc37083d35ed57d75f316b86fe0fcddac7da,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,233872,99,176764,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667992639,2022-11-09 05:17:19 -0600,36bf9019bae07128a63ade9459ce06e175fff263,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,233449,99,176764,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667993835,2022-11-09 05:37:15 -0600,cb6c97377e06a6c3ed27e93a97e53a068ec06c08,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195480,99,176764,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1667996352,2022-11-09 06:19:12 -0600,92f2340f0c34b474cca4cfedf8a8b05e085b3030,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195057,99,176764,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668008078,2022-11-09 09:34:38 -0600,e6ee907ed8a6179329164aeeccfc106c7d0916e6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195057,99,179148,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668043354,2022-11-09 19:22:34 -0600,59a417bc2026aa8debb1e5b19d140ee19423beda,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195057,99,178702,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668043394,2022-11-09 19:23:14 -0600,2d1a5a29bc6c18230bd707449bc3502aba6d12a0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195057,99,179148,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668043438,2022-11-09 19:23:58 -0600,237a164d223d20230051f65b571b11dae26cbf48,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,195057,99,178702,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668090841,2022-11-10 08:34:01 -0600,eb72b491ce0b123a6508da69ef75649db0e27f4f,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,South Dallas & subs,True,District 30,30,180507,99,178702,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
1668447704,2022-11-14 11:41:44 -0600,96753a9b19fbe75789ce836b9bc39dd7f7e95280,TX-20221108_Eday80,44,General,G,Tabulation Paused,Called,H,U.S. House,South Dallas & subs,True,District 30,30,180507,99,178702,1053777,True,20221108TX45900,2022-11-08,TX,James,Rodgers,GOP,62890,69891,4,52989,0,Jasmine,Crockett,Dem,62970,69885,1,52801,0,Phil,Gray,Lib,63494,65546,2,51854,0,Zachariah,Manning,Ind,63495,71751,3,53407,0,2022-11-09T01:18:32.782Z
