captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.55609.first,candidates.55609.last,candidates.55609.party,candidates.55609.candidateID,candidates.55609.ballotOrder,candidates.55609.polID,candidates.55609.polNum,candidates.55609.electWon,candidates.55612.first,candidates.55612.last,candidates.55612.abbrv,candidates.55612.party,candidates.55612.candidateID,candidates.55612.ballotOrder,candidates.55612.polID,candidates.55612.polNum,candidates.55612.electWon,candidates.55740.first,candidates.55740.last,candidates.55740.abbrv,candidates.55740.party,candidates.55740.candidateID,candidates.55740.ballotOrder,candidates.55740.polID,candidates.55740.polNum,candidates.55740.electWon,candidates.55741.first,candidates.55741.last,candidates.55741.party,candidates.55741.candidateID,candidates.55741.ballotOrder,candidates.55741.polID,candidates.55741.polNum,candidates.55741.electWon,candidates.55612.winnerDateTime
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195985,99,166587,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667974099,2022-11-09 00:08:19 -0600,67d73bab95116eb2dbcfbbf8bea9e7546d6f9d87,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,220000,99,155759,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195985,99,166587,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667974945,2022-11-09 00:22:25 -0600,681ef884856b9c75efe2b0acf64bb4a515303482,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,194069,99,166587,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667979392,2022-11-09 01:36:32 -0600,2a9713d989c4e8842dc1ac9158bf609fb05242be,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,194069,99,168774,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,194069,99,183117,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,194069,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667986470,2022-11-09 03:34:30 -0600,8252d82224313aea9a0d717a99f01f186da092f3,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,190000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667989403,2022-11-09 04:23:23 -0600,3960f2a4186e207e2f1267a38abefd37b2a3bb6b,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,188000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667989442,2022-11-09 04:24:02 -0600,364fd392403a5661fc5e3dab8aaacc2dcbbce838,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,190000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667989601,2022-11-09 04:26:41 -0600,dc86e4cd00902bc0e04bbdd36be1e9dd1552423e,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,188000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667989642,2022-11-09 04:27:22 -0600,5576adf945e145b7e2df2be75f5ae4deb91e6665,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,190000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667989683,2022-11-09 04:28:03 -0600,5aabae5966347229d464f1f0729356666e0679bf,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,188000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1667990326,2022-11-09 04:38:46 -0600,76f1b7907e87cb93abe20ba310086b729b0e99d9,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,190000,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668022398,2022-11-09 13:33:18 -0600,ecef36198f7cf545e1429c13dc3fa5cf984bba2a,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189367,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668133885,2022-11-10 20:31:25 -0600,7df2e737585c595574ee2f4d82c95e4b20213040,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189369,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668135426,2022-11-10 20:57:06 -0600,42e8bf524a0b06be1bfe751e50ec23c1ba20080a,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189377,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668135509,2022-11-10 20:58:29 -0600,45441a58cefabea7b2d91aa4814b5a9b5c7251cc,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189369,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668135555,2022-11-10 20:59:15 -0600,41b5a9e84cda97b09df4ea62da60421fbfd9306f,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189377,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668136318,2022-11-10 21:11:58 -0600,1ee140bd7dea70ebeb3a49bd99903b9bc5e5ba31,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,195224,99,189379,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668172456,2022-11-11 07:14:16 -0600,4d2f9bc521d9eb7cb69e300c540b6666028a9adf,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,191292,99,189379,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668626979,2022-11-16 13:29:39 -0600,d10c22a9565aa4d3a004f4acfcb574d88881135b,WY-20221108_Eday80,51,General,G,Tabulation Paused,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,189385,100,189379,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
1668630409,2022-11-16 14:26:49 -0600,9430cae6852de0991d2157af7767a5c22ddda0e6,WY-20221108_Eday80,51,General,G,Tabulation Paused,Called,H,U.S. House,Wyoming at large,True,True,District 1,1,189412,100,189379,295926,True,20221108WY51401,2022-11-08,WY,Lynnette,GreyBull,Dem,55609,2,69225,52567,0,Harriet,Hageman,Hagemn,GOP,55612,1,67595,52496,0,Richard,Brubaker,Brubakr,Lib,55740,3,62702,52019,0,Marissa,Selvig,CST,55741,4,71778,52746,0,2022-11-09T03:59:58.871Z
