captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38611.first,candidates.38611.last,candidates.38611.abbrv,candidates.38611.party,candidates.38611.incumbent,candidates.38611.candidateID,candidates.38611.polID,candidates.38611.ballotOrder,candidates.38611.polNum,candidates.38611.electWon,candidates.39957.first,candidates.39957.last,candidates.39957.party,candidates.39957.candidateID,candidates.39957.polID,candidates.39957.ballotOrder,candidates.39957.polNum,candidates.39957.electWon,candidates.39997.first,candidates.39997.last,candidates.39997.party,candidates.39997.candidateID,candidates.39997.polID,candidates.39997.ballotOrder,candidates.39997.polNum,candidates.39997.electWon,candidates.39998.first,candidates.39998.last,candidates.39998.party,candidates.39998.candidateID,candidates.39998.polID,candidates.39998.ballotOrder,candidates.39998.polNum,candidates.39998.electWon,candidates.40000.first,candidates.40000.last,candidates.40000.party,candidates.40000.candidateID,candidates.40000.polID,candidates.40000.ballotOrder,candidates.40000.polNum,candidates.40000.electWon,candidates.38611.winnerDateTime
1667967681,2022-11-08 22:21:21 -0600,21dcb165d821d41661e7c4d6fbcc7bfbb94326bb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,215541,90,217859,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,215541,90,242263,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,224381,90,249282,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,224381,90,252290,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,290489,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,224381,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667972764,2022-11-08 23:46:04 -0600,82ba377844e9961d9064213cab9939b1444d2eba,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,290489,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667973737,2022-11-09 00:02:17 -0600,f7940d04f83247dd0cbf585d2d4f25b8c66e477d,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299524,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667973793,2022-11-09 00:03:13 -0600,471324a7f30a6780d5e1d2eb6bf6c21c79776e91,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,290489,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299524,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297006,95,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667974762,2022-11-09 00:19:22 -0600,eae9f5b1ba131d7652f49e9c3001c7a015f755b1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299524,90,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667974809,2022-11-09 00:20:09 -0600,21e89b68838446570e2788596a6ed47ed4d95a07,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297006,95,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,270755,95,257218,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1668043140,2022-11-09 19:19:00 -0600,9e222f73939c5b6d80153ab798d2943be282471d,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,270755,95,258566,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1668116352,2022-11-10 15:39:12 -0600,841e4cd5da6f315b5722b5be8ab4f01a54548062,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,270755,95,259410,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1668116394,2022-11-10 15:39:54 -0600,72f0e70e22c36b3f86362da1f5068947f2f8294c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,270755,95,258566,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1668116561,2022-11-10 15:42:41 -0600,275ee401ea84507b470ed15c0bbc7c7f5ce47636,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,270755,95,259410,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1669058906,2022-11-21 13:28:26 -0600,a3763ecf95310c79896887604ab77399e97e921d,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,270755,95,259410,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1669066206,2022-11-21 15:30:06 -0600,a85e409fe16ae300b896ddc00c5a1d19cedbdc08,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,269642,95,259410,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
1669070238,2022-11-21 16:37:18 -0600,aca19956d39e261657e3747f5e2ca55299ee2b49,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,266625,95,265943,908708,True,20221108NJ31211,2022-11-08,NJ,38611,Josh,Gottheimer,Gotthmr,Dem,True,38611,65116,1,34914,0,Frank,Pallotta,GOP,39957,69139,2,35349,0,Louis,Vellucci,Ind,39997,69485,5,35376,0,Jeremy,Marcus,Ind,39998,65359,4,34935,0,Trevor,Ferrigno,Ind,40000,71523,3,35569,0,2022-11-09T04:17:23.392Z
