captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.62934.first,candidates.62934.last,candidates.62934.abbrv,candidates.62934.party,candidates.62934.candidateID,candidates.62934.polID,candidates.62934.ballotOrder,candidates.62934.polNum,candidates.62934.electWon,candidates.63480.first,candidates.63480.last,candidates.63480.party,candidates.63480.candidateID,candidates.63480.polID,candidates.63480.ballotOrder,candidates.63480.polNum,candidates.63480.electWon,candidates.63481.first,candidates.63481.last,candidates.63481.party,candidates.63481.candidateID,candidates.63481.polID,candidates.63481.ballotOrder,candidates.63481.polNum,candidates.63481.electWon,candidates.63480.winnerDateTime,isCertified
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,287803,99,229218,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,287803,99,252195,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,285356,99,261971,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,285356,99,262586,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,285356,99,270577,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,285568,99,270577,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667979312,2022-11-09 01:35:12 -0600,5fd2ef815b3efc7160a0f621311c95958f5349fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,285568,99,270599,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1667996273,2022-11-09 06:17:53 -0600,2ed015c6d3787e04d0973d50070f7f96b5dd006c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,273310,99,270599,744341,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1668108806,2022-11-10 13:33:26 -0600,df37e1af72f523f6a9fbcac07ed647315e8f7929,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,273310,99,270599,486338,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1668447454,2022-11-14 11:37:34 -0600,ea133f41cc8e2c8ef258c1317555e8276c392776,TX-20221108_Eday80,44,General,G,Tabulation Paused,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,273310,99,270599,486338,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,
1669826343,2022-11-30 10:39:03 -0600,42e70f646251b307c20b2047fc570da46557b2c8,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,244748,100,270599,486338,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,False
1669827719,2022-11-30 11:01:59 -0600,f977d46cb6243ae0994959585051d99b0c0ac539,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,"NE, Collin/Dallas subs",True,District 3,3,271256,100,270599,486338,True,20221108TX45873,2022-11-08,TX,Sandeep,Srivastava,Srivastv,Dem,62934,69810,3,53013,0,Keith,Self,GOP,63480,43333,2,52906,0,Christopher,Claytor,Lib,63481,344,1,52332,0,2022-11-09T01:50:39.373Z,False
