captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22868.first,candidates.22868.last,candidates.22868.party,candidates.22868.candidateID,candidates.22868.polID,candidates.22868.ballotOrder,candidates.22868.polNum,candidates.22868.electWon,candidates.22870.first,candidates.22870.last,candidates.22870.party,candidates.22870.candidateID,candidates.22870.polID,candidates.22870.ballotOrder,candidates.22870.polNum,candidates.22870.electWon,isCertified,candidates.22868.winnerDateTime
1667979192,2022-11-09 01:33:12 -0600,bdaf4fc12fe65f7bcce0f8063c33ccd41427f273,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,379134,90,124319,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667981000,2022-11-09 02:03:20 -0600,1844b1345bbfb22bedca82071a40b5941a2e46f1,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,379134,90,125039,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667983553,2022-11-09 02:45:53 -0600,c63600d3f3c0c1ad8d91025412d32752158fb3d0,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,379134,90,126023,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667984442,2022-11-09 03:00:42 -0600,b88c277a236e329327b5836883a7e075e996d2d1,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,379134,90,134549,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667986953,2022-11-09 03:42:33 -0600,51be597c001c6c5434ef9f3580d61ba1517ecc1b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,379134,90,144574,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667989201,2022-11-09 04:20:01 -0600,2770f40101960610cfbac039b7f8df7241b56094,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,382119,90,144574,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1667994074,2022-11-09 05:41:14 -0600,a4c43da0969a01ba96414112083180ea9f927cc7,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,382119,90,144961,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668043856,2022-11-09 19:30:56 -0600,c97480a45186bd91a3cceb854e88993fe1b120a3,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,382119,90,145181,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668048119,2022-11-09 20:41:59 -0600,5680c91bbde6e86b1980d86ac7610e2829cf4eef,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,329193,90,145181,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668049003,2022-11-09 20:56:43 -0600,0b908471de49951d747d480f63184bbfe23b304a,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,329193,95,145181,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668133116,2022-11-10 20:18:36 -0600,0afbd92d669eebbd0d2aee2c9eee0189b219dcd8,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,329193,95,145260,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668133970,2022-11-10 20:32:50 -0600,418936c9c4f8940ec59fb59ad131834a4dc55307,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,329162,99,145260,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668135216,2022-11-10 20:53:36 -0600,f6f9517905a8696c2e3ae5837e4ecc24f7b0f28e,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,323579,99,145260,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668136021,2022-11-10 21:07:01 -0600,699bfd7bc646f3d2d2bad714f744167de119cbeb,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,323529,99,145260,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668137630,2022-11-10 21:33:50 -0600,c429d84ce0b8f31e28a54c36c4cd32de42933422,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,323529,99,148444,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668173868,2022-11-11 07:37:48 -0600,ccc894ecb209e8bd76a9992ddba8317e4f3db4da,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,323529,99,150807,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668213485,2022-11-11 18:38:05 -0600,c79a8a9d866c72ce7ce90e605d5b1df989f4540b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,323529,99,168338,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668221081,2022-11-11 20:44:41 -0600,65c99c1b5028ce902d551542c68b5ebe9c06d7ed,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320054,99,168338,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668223497,2022-11-11 21:24:57 -0600,43f636bb948bd8d1ac249a5cfb29378cec02fc60,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320637,99,168338,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668476148,2022-11-14 19:35:48 -0600,649aa2dbc67fa2e762c7d4578b0116a9e29fc4c2,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320637,99,169320,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668478100,2022-11-14 20:08:20 -0600,a517a5cf2caf4f70570217eb21c4265e8a21e162,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320637,99,171101,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668478250,2022-11-14 20:10:50 -0600,20775e0bba5ecc7adb653cf65de37e5022ca9804,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322047,99,171101,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668543428,2022-11-15 14:17:08 -0600,a50311c07dd80aca972db915313c9dd1a7c81371,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,321841,99,171101,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668549600,2022-11-15 16:00:00 -0600,59d2181c6bdabdb99ebaedfba4a8240857ec468b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322047,99,171101,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668554082,2022-11-15 17:14:42 -0600,d311ff0489429272fb1672cc06d700a69025b920,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322047,99,171167,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668555406,2022-11-15 17:36:46 -0600,7feb1980113ba136b28c43125aa3b17d4fe59f74,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322047,99,178192,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668558021,2022-11-15 18:20:21 -0600,98cb40dc72d492ebd4f54bf7e04366245c643479,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322047,99,178723,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668561846,2022-11-15 19:24:06 -0600,305601c4ddec0458418b520ee34625747303e645,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,178723,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668563666,2022-11-15 19:54:26 -0600,d831575938dfee3654dcf37381128b0bd43d986f,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,183871,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668567063,2022-11-15 20:51:03 -0600,5f79d32ff680d0738a52a4cad264fd0a27c79c91,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,183943,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668645027,2022-11-16 18:30:27 -0600,ee9bc5117c726b30f6130bde301045e3c36b67c3,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,185420,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668646458,2022-11-16 18:54:18 -0600,b3b678614a1e63ffab14eef2485a28db2651d6c8,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,194520,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668649238,2022-11-16 19:40:38 -0600,41b30b37564160588f81fafa64b13d59a193fd89,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,322064,99,194535,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668705979,2022-11-17 11:26:19 -0600,6a4136ce3e92a1b180dd492e7e67be7901823528,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,321805,99,194535,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668732334,2022-11-17 18:45:34 -0600,aa722fdca1a12a78730917db3ee75f0e840dae19,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,321805,99,195375,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668814797,2022-11-18 17:39:57 -0600,d45ff48b815e8e2cc651423ee9389fde1cad7277,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,321805,99,195404,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668816447,2022-11-18 18:07:27 -0600,ef8ea0384923313afb8d6a8dd0cb0805b3307b24,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,321805,99,230623,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668818801,2022-11-18 18:46:41 -0600,78904383a6e279b4ec51f10b2d1ae3a6ab7bc07f,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,331260,99,230623,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668821989,2022-11-18 19:39:49 -0600,e08dbb205a6e38c8365643e6f1e3a3679a91d728,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,331260,99,230635,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1668828777,2022-11-18 21:32:57 -0600,2957cf7a559768d0af9748fe6942d57aeee95f92,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,331260,99,237054,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1669075901,2022-11-21 18:11:41 -0600,fb805f044054f2691349e20d5f4fdf7d7e800871,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,332983,99,237054,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1669082144,2022-11-21 19:55:44 -0600,b9ba7abe755ec1571890961f27abc690cd4ef36b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,332983,99,238481,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1669087225,2022-11-21 21:20:25 -0600,b1616af7785e5f4437ebb62461e4cdec15e36aba,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,334260,99,238481,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1669091108,2022-11-21 22:25:08 -0600,6fcc95ef3e46e266572167629077940113ccaf42,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,334242,99,238514,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,,
1669152771,2022-11-22 15:32:51 -0600,d686f2641008de5e66b458308d77fd5cb96e7328,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,334242,99,238516,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,
1669159110,2022-11-22 17:18:30 -0600,9b49f7a2c044dcedc96058b7ecea66a6bf81c7ca,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,334242,99,238631,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,
1669159720,2022-11-22 17:28:40 -0600,85e3351d4d9f3d55a35b6ffbc30b58cfcb2aade6,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336101,99,244644,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,
1669162354,2022-11-22 18:12:34 -0600,690ecff1523c611afc46c22e62ed8d757e0f712b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336101,99,250377,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,
1669163560,2022-11-22 18:32:40 -0600,56c395a8f41a3cb2100f04d329f09beb28ecf316,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,336101,99,280677,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,2022-11-23T00:23:52.434Z
1669168014,2022-11-22 19:46:54 -0600,fa76ea18ffb18ecfc209a0c178d2a376a1dcedf4,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,345366,99,280677,1312970,True,20221108CA5693,2022-11-08,CA,Kevin,Kiley,GOP,22868,69756,2,12733,0,Kermit,Jones,Dem,22870,70596,1,13733,0,False,2022-11-23T00:23:52.434Z
