captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.44647.first,candidates.44647.last,candidates.44647.incumbent,candidates.44647.party,candidates.44647.candidateID,candidates.44647.ballotOrder,candidates.44647.polID,candidates.44647.polNum,candidates.44647.electWon,candidates.46586.first,candidates.46586.last,candidates.46586.party,candidates.46586.candidateID,candidates.46586.ballotOrder,candidates.46586.polID,candidates.46586.polNum,candidates.46586.electWon,candidates.46795.first,candidates.46795.last,candidates.46795.party,candidates.46795.candidateID,candidates.46795.ballotOrder,candidates.46795.polID,candidates.46795.polNum,candidates.46795.electWon,candidates.46796.first,candidates.46796.last,candidates.46796.party,candidates.46796.candidateID,candidates.46796.ballotOrder,candidates.46796.polID,candidates.46796.polNum,candidates.46796.electWon,candidates.44647.winnerDateTime
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1300000,99,653762,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1300000,99,662965,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1300000,99,669292,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,762848,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,969310,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1042086,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1035174,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1088781,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1092421,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1096612,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150000,99,1137440,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1165000,99,1145091,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1165000,99,1145806,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1165000,99,1149603,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1668006085,2022-11-09 09:01:25 -0600,f4225b4431b1abfa2e5aed2b920a7f7aa5217c1a,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1165000,99,1149713,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1668025725,2022-11-09 14:28:45 -0600,efe3462ead051ad298b3700e6ee19b1e2f4a5619,OK-20221108_Eday80,37,General,G,Active Tabulation,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1161326,99,1149713,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1668204983,2022-11-11 16:16:23 -0600,ee136c0b9fe100482bf0f39e48814d0b81e00cd0,OK-20221108_Eday80,37,General,G,Gathering Certified Results,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1161326,99,1149613,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
1668568046,2022-11-15 21:07:26 -0600,fdf19c924300bd0f696da3b1b09ba48e5c55394e,OK-20221108_Eday80,37,General,G,Gathering Certified Results,Called,S,U.S. Senate,James,Lankford,GOP,44647,61119,39868,True,True,True,1150732,100,1149613,2286039,True,20221108OK38145,2022-11-08,OK,44647,James,Lankford,True,GOP,44647,2,61119,39868,0,Madison,Horn,Dem,46586,3,70952,41307,0,Kenneth,Blevins,Lib,46795,1,71694,41448,0,Michael,Delaney,Ind,46796,4,71691,41449,0,2022-11-09T01:00:04.280Z
