captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22629.first,candidates.22629.last,candidates.22629.party,candidates.22629.candidateID,candidates.22629.ballotOrder,candidates.22629.polID,candidates.22629.polNum,candidates.22629.electWon,candidates.22747.first,candidates.22747.last,candidates.22747.incumbent,candidates.22747.party,candidates.22747.candidateID,candidates.22747.ballotOrder,candidates.22747.polID,candidates.22747.polNum,candidates.22747.electWon,candidates.22747.winnerDateTime,isCertified
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,258539,99,197444,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,262928,99,202192,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,262928,99,212133,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,262928,99,212432,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,262928,99,212919,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,220733,99,212919,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667977650,2022-11-09 01:07:30 -0600,e48bfef3d4c356faebb3a136ff72c7eaf5ad43bd,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,220733,99,212919,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,2022-11-09T06:58:29.349Z,
1667977690,2022-11-09 01:08:10 -0600,c2d57f962724e5d811f2a0173268728cbb4962f4,IN-20221108_Eday80,15,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,220733,99,212919,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,,
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,220733,99,212919,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,2022-11-09T06:58:29.349Z,
1668034247,2022-11-09 16:50:47 -0600,1f064bc668677f07dd1b29d60b2f32a5855b6403,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,220733,99,213025,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,2022-11-09T06:58:29.349Z,
1668094248,2022-11-10 09:30:48 -0600,0dbe3a8f8f921f1a1ef86679625b517c21be2c4d,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,217952,99,213025,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,2022-11-09T06:58:29.349Z,
1668186851,2022-11-11 11:14:11 -0600,8fe17913c6bce7d18b97882a0b14ac2473fcac79,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,215177,99,213025,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,0.0,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,0.0,2022-11-09T06:58:29.349Z,
1670521520,2022-12-08 11:45:20 -0600,c9cc675471e816222e8bd2e4cf9262cf0623b341,IN-20221108_Eday80,15,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 1,1,213198,100,213025,902582,True,20221108IN15014,2022-11-08,IN,22747,Jennifer-Ruth,Green,GOP,22629,1,70011,18670,,Frank J.,Mrvan,True,Dem,22747,2,69958,18761,,2022-11-09T06:58:29.349Z,False
