captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.10525.last,candidates.10525.party,candidates.10525.candidateID,candidates.10525.polID,candidates.10525.ballotOrder,candidates.10525.polNum,candidates.10525.electWon,candidates.10527.last,candidates.10527.party,candidates.10527.candidateID,candidates.10527.polID,candidates.10527.ballotOrder,candidates.10527.polNum,candidates.10527.electWon,raceCallStatus,candidates.10525.winnerDateTime,isCertified
1668018173,2022-11-09 12:22:53 -0600,1e0909e0c3895d0aed4d53c352b321233e993aa9,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,330451,99.0,290796,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668020700,2022-11-09 13:05:00 -0600,d3b1c646a579e624ffb25bc08cde092069372c6a,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,323107,99.0,290796,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668043896,2022-11-09 19:31:36 -0600,a4fe5d6be65a3c7e81f16ff799b0bd2838c963cb,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,325484,99.0,302596,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668044945,2022-11-09 19:49:05 -0600,2c3c1a26bfe12431c2627940e7f0f1260e1f9ec6,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,325484,99.0,312462,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668050127,2022-11-09 21:15:27 -0600,23948b6f3850b0fded8dbcce268fb1d6631325b0,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,312462,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668136616,2022-11-10 21:16:56 -0600,6f7b04966674ddd18c4b68ea6e298067c359fc1b,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,320058,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668137416,2022-11-10 21:30:16 -0600,a7a3148b5366a398a80800937854c0494437ca00,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,334166,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668137462,2022-11-10 21:31:02 -0600,c46c743a4f3d08852008e3965f6ba3e9ce50f879,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,320058,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668137503,2022-11-10 21:31:43 -0600,3bc7eba7852de7e3e5a9ea9cc153279924252ec1,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,334166,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668138276,2022-11-10 21:44:36 -0600,b1d2a6a0c213c73a01ed38a3d1110782abe37600,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,338727,99.0,335340,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668138320,2022-11-10 21:45:20 -0600,d4a4e5ab1a487e4536a9c9ac0be5ce69c5a71100,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,315618,99.0,334166,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668138408,2022-11-10 21:46:48 -0600,f63f2396f29627b6b61479c2a6387c0af5a7c3d1,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,338727,99.0,335340,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668196541,2022-11-11 13:55:41 -0600,3c96a74bf55aa543184d3e6f71de3f72ffeabf8a,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,343613,99.0,344004,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668197421,2022-11-11 14:10:21 -0600,3a6b09251fa8307dab8234087009ee8ab844ee37,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,350210,99.0,347484,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668206695,2022-11-11 16:44:55 -0600,2eac93acdbaf5068b5be84d72e9d077ccff77e06,DC-20221108_Eday82,9,Ballot Issue,G,Tabulation Paused,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,350210,99.0,347484,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668473101,2022-11-14 18:45:01 -0600,cb7d4f502b42adcc703e7bdb8f8d4380c489d453,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,350210,99.0,347966,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668474099,2022-11-14 19:01:39 -0600,2e267337acf77dca7f56f4d7749906c71a9d91d4,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,350210,99.0,349680,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668478187,2022-11-14 20:09:47 -0600,bae5b30a8aa3b9429aa4fe49d67deb3f6849099e,DC-20221108_Eday82,9,Ballot Issue,G,Active Tabulation,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,350210,99.0,355624,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668819257,2022-11-18 18:54:17 -0600,74142c64b8c77a2e3deea3fe9191b449cd7471e1,DC-20221108_Eday82,9,Ballot Issue,G,Gathering Certified Results,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,359065,99.0,356246,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668820275,2022-11-18 19:11:15 -0600,0969a4ec4f84a2730baf27fa285ccfbfaf5009a2,DC-20221108_Eday82,9,Ballot Issue,G,Gathering Certified Results,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,359065,99.0,379036,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,DC-20221108_Eday82,9,Ballot Issue,G,Gathering Certified Results,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,383286,99.0,359454,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,
1669843891,2022-11-30 15:31:31 -0600,24fa7e67db8f27ce893f35f2e807dbe4eed2132e,DC-20221108_Eday82,9,Ballot Issue,G,Gathering Certified Results,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,371160,99.22222222222223,359454,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,False
1669844867,2022-11-30 15:47:47 -0600,2c5fb9efcc66cc32663bd0c0dfdb375b7289ca42,DC-20221108_Eday82,9,Ballot Issue,G,Gathering Certified Results,I,Initiative,Match to non-tipped,True,True,1 - Increase Tipped Minimum Wage,0,359647,99.88888888888889,359454,819740,True,20221108DC9348,2022-11-08,DC,Yes,Yes,10525,2,1,9260,0,No,No,10527,3,3,9261,0,Called,2022-11-09T02:36:06.153Z,False
