captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108DC9348,live,35.23,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:26:38.954Z,30,304,9.87,10525,108890,73.51,10527,39248,26.49,420451,99,148138,819740,30,105,,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108DC9348,live,40.7,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:30:24.310Z,30,304,9.87,10525,128468,75.07,10527,42660,24.93,420451,99,171128,819740,30,123,,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108DC9348,live,42.35,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:36:06.307Z,30,304,9.87,10525,133142,74.77,10527,44916,25.23,420451,99,178058,819740,30,128,X,2022-11-09T02:36:06.153Z,0.0
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108DC9348,live,52.27,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:49:35.630Z,54,304,17.76,10525,163160,74.25,10527,56590,25.75,420451,99,219750,819740,54,159,X,2022-11-09T02:36:06.153Z,0.0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108DC9348,live,54.31,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:00:14.283Z,54,304,17.76,10525,168870,73.95,10527,59474,26.05,420451,99,228344,819740,54,165,X,2022-11-09T02:36:06.153Z,0.0
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108DC9348,live,58.52,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:09:04.851Z,54,304,17.76,10525,181054,73.58,10527,65002,26.42,420451,99,246056,819740,54,177,X,2022-11-09T02:36:06.153Z,0.0
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108DC9348,live,60.08,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:18:36.444Z,90,304,29.61,10525,186710,73.91,10527,65908,26.09,420451,99,252618,819740,90,181,X,2022-11-09T02:36:06.153Z,0.0
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108DC9348,live,63.12,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:29:14.312Z,90,304,29.61,10525,196730,74.12,10527,68678,25.88,420451,99,265408,819740,90,190,X,2022-11-09T02:36:06.153Z,0.0
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108DC9348,live,66.65,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:34:36.982Z,90,304,29.61,10525,207706,74.12,10527,72538,25.88,420451,99,280244,819740,90,201,X,2022-11-09T02:36:06.153Z,0.0
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108DC9348,live,68.58,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:42:39.063Z,90,304,29.61,10525,213546,74.06,10527,74794,25.94,420451,99,288340,819740,90,206,X,2022-11-09T02:36:06.153Z,0.0
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108DC9348,live,68.58,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:45:36.718Z,36,304,11.84,10525,213546,74.06,10527,74794,25.94,420451,99,288340,819740,36,206,X,2022-11-09T02:36:06.153Z,0.0
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108DC9348,live,68.58,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:53:36.987Z,36,304,11.84,10525,213546,74.06,10527,74794,25.94,420451,99,288340,819740,36,206,X,2022-11-09T02:36:06.153Z,0.0
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,20221108DC9348,live,68.9,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:48:38.539Z,36,304,11.84,10525,214510,74.04,10527,75200,25.96,420451,99,289710,819740,36,208,X,2022-11-09T02:36:06.153Z,0.0
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,20221108DC9348,live,68.91,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:49:39.740Z,36,304,11.84,10525,214522,74.04,10527,75200,25.96,420451,99,289722,819740,36,208,X,2022-11-09T02:36:06.153Z,0.0
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,20221108DC9348,live,68.91,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:50:40.817Z,36,304,11.84,10525,214522,74.04,10527,75200,25.96,420451,99,289722,819740,36,208,X,2022-11-09T02:36:06.153Z,0.0
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108DC9348,live,68.91,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:51:57.442Z,36,304,11.84,10525,214522,74.04,10527,75200,25.96,420451,99,289722,819740,36,208,X,2022-11-09T02:36:06.153Z,0.0
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,20221108DC9348,live,69.16,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:13:23.630Z,36,304,11.84,10525,215420,74.08,10527,75370,25.92,420451,99,290790,819740,36,209,X,2022-11-09T02:36:06.153Z,0.0
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,20221108DC9348,live,69.16,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:18:21.284Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,420451,99,290796,819740,36,209,X,2022-11-09T02:36:06.153Z,0.0
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,20221108DC9348,live,69.16,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:21:12.288Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,420451,99,290796,819740,36,209,X,2022-11-09T02:36:06.153Z,0.0
1667977854,2022-11-09 01:10:54 -0600,48bc116d28d8730921e71b24209c1971684df670,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T07:09:34.856Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667996995,2022-11-09 06:29:55 -0600,de4e815697c5d62bc19ad0161a399507e41c0e0b,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:28:34.889Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997036,2022-11-09 06:30:36 -0600,cdacc4bec11b237d4aaf6d61e2d0e8e57d5bd0e4,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:29:35.585Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997116,2022-11-09 06:31:56 -0600,4220d07bff6db3521db12f02acbfcbf32fd8aad9,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:30:34.652Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997156,2022-11-09 06:32:36 -0600,76cbb1a4420f8ccf56e710b1abbaedd26f721b5e,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:31:33.919Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997797,2022-11-09 06:43:17 -0600,7131276310157f09e3dcc1803618f6653c6f2824,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:42:37.958Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997878,2022-11-09 06:44:38 -0600,8b611d606153bf4ac53a13c45b1327d8b035cd8a,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:43:38.857Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997958,2022-11-09 06:45:58 -0600,907216b011a9b854f49c915fd9ad5a5036e575ca,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:44:41.028Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1667997998,2022-11-09 06:46:38 -0600,434560f182534d1b93c3ddc892b67bf9eab9a520,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T12:45:37.625Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1668015444,2022-11-09 11:37:24 -0600,f4b4b6d878d26e865113e0655fad6fc713e2fdcb,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T17:36:15.613Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1668015694,2022-11-09 11:41:34 -0600,ce0677c22ad54acfecf4b507a316ae443e7960da,20221108DC9348,live,98.43,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T17:40:33.618Z,36,304,11.84,10525,215426,74.08,10527,75370,25.92,295443,99,290796,819740,36,301,X,2022-11-09T02:36:06.153Z,0.0
1668016790,2022-11-09 11:59:50 -0600,80d6ec4c67d71c567603b1223e198dbd76c1ae26,20221108DC9348,live,92.73,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T17:58:49.664Z,76,304,25.0,10525,215426,74.08,10527,75370,25.92,313591,99,290796,819740,76,283,X,2022-11-09T02:36:06.153Z,0.0
1668016998,2022-11-09 12:03:18 -0600,89e901f5a581335bb9a4d8a9099e520604f43b49,20221108DC9348,live,92.73,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:01:12.501Z,76,304,25.0,10525,215426,74.08,10527,75370,25.92,313591,99,290796,819740,76,283,X,2022-11-09T02:36:06.153Z,0.0
1668017247,2022-11-09 12:07:27 -0600,f1f74c2eca7236dd8b17feefcbe0f888cbf26fb5,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:06:44.025Z,160,304,52.63,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,160,268,X,2022-11-09T02:36:06.153Z,0.0
1668017289,2022-11-09 12:08:09 -0600,7b983a56cedaa2cb0faa24773b64fe45682a1bbd,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:07:15.004Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,274,268,X,2022-11-09T02:36:06.153Z,0.0
1668017457,2022-11-09 12:10:57 -0600,786bebe816c647daf10b858457deb406e077453c,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:10:07.531Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,274,268,X,2022-11-09T02:36:06.153Z,0.0
1668017542,2022-11-09 12:12:22 -0600,dc1c18bbdfb3359f629137f22d4bd2f95dd78960,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:11:22.609Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,274,268,X,2022-11-09T02:36:06.153Z,0.0
1668018341,2022-11-09 12:25:41 -0600,b56d245c33e708c17fef45737243740ad771695a,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:24:37.439Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,274,268,X,2022-11-09T02:36:06.153Z,0.0
1668018425,2022-11-09 12:27:05 -0600,7c3190d5624213e8f00b546a91dcc2673310cec6,20221108DC9348,live,88.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:25:37.847Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,330451,99,290796,819740,274,268,X,2022-11-09T02:36:06.153Z,0.0
1668020147,2022-11-09 12:55:47 -0600,2cf699f9bc546ecd53a47feb2fb1d5f3875f1cc2,20221108DC9348,live,88.99,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:54:59.645Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,326779,99,290796,819740,274,271,X,2022-11-09T02:36:06.153Z,0.0
1668020398,2022-11-09 12:59:58 -0600,778fa3fdf0fd52cbf6813b33811c1a8ea6810b82,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T18:56:58.866Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,274,272,X,2022-11-09T02:36:06.153Z,0.0
1668033905,2022-11-09 16:45:05 -0600,5ba00d7830661b15b810e5cbdf2badada77a1adc,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:44:22.320Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,274,272,X,2022-11-09T02:36:06.153Z,0.0
1668033988,2022-11-09 16:46:28 -0600,47115298971d5b101350f130e572b0321626e937,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:45:32.731Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,274,272,X,2022-11-09T02:36:06.153Z,0.0
1668034119,2022-11-09 16:48:39 -0600,8097f1c652f6ddaf099df41b1be3e300adb76692,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:47:38.890Z,274,304,90.13,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,274,272,X,2022-11-09T02:36:06.153Z,0.0
1668034668,2022-11-09 16:57:48 -0600,2696aa4cb37c8bc42cfcece9af4a9371414dbffa,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:56:44.607Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668034712,2022-11-09 16:58:32 -0600,c48081556f37271c5fdb54d63964907b82d18467,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:57:28.366Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668034753,2022-11-09 16:59:13 -0600,880264c7d0f7b0ec4b6526e644e1b59ef62f7fe4,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T22:58:24.152Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668034922,2022-11-09 17:02:02 -0600,4f7dfbbd001a1a37da2f5317d96ab94170d161cd,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T23:00:47.633Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668042057,2022-11-09 19:00:57 -0600,5d6df88dce668efe0f021298447e269acf285267,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T00:59:39.150Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668042097,2022-11-09 19:01:37 -0600,498d5addc345db2e54799dc305a5b78f22b1603a,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:00:38.530Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668042182,2022-11-09 19:03:02 -0600,569aead815e94a7a5ece1e4ec6c4c4dafceaec18,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:01:37.369Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668042222,2022-11-09 19:03:42 -0600,c66bd1d6156b2aa96e377dd458c96b5e3cfbadae,20221108DC9348,live,90.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:02:38.022Z,304,304,100.0,10525,215426,74.08,10527,75370,25.92,323107,99,290796,819740,304,272,X,2022-11-09T02:36:06.153Z,0.0
1668043140,2022-11-09 19:19:00 -0600,9e222f73939c5b6d80153ab798d2943be282471d,20221108DC9348,live,90.31,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:18:06.972Z,268,304,88.16,10525,216298,74.13,10527,75484,25.87,323107,99,291782,819740,268,273,X,2022-11-09T02:36:06.153Z,0.0
1668043225,2022-11-09 19:20:25 -0600,35e7bda4399f4e2fc99e1fbd79da63598db7578c,20221108DC9348,live,91.63,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:19:28.144Z,238,304,78.29,10525,219474,74.13,10527,76588,25.87,323107,99,296062,819740,238,277,X,2022-11-09T02:36:06.153Z,0.0
1668043438,2022-11-09 19:23:58 -0600,237a164d223d20230051f65b571b11dae26cbf48,20221108DC9348,live,91.63,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:23:14.520Z,268,304,88.16,10525,219474,74.13,10527,76588,25.87,323107,99,296062,819740,268,277,X,2022-11-09T02:36:06.153Z,0.0
1668043564,2022-11-09 19:26:04 -0600,e043cd9e83e6054515df5964de9fb2d5fbf62041,20221108DC9348,live,90.96,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:24:39.454Z,268,304,88.16,10525,219474,74.13,10527,76588,25.87,325484,99,296062,819740,268,276,X,2022-11-09T02:36:06.153Z,0.0
1668043606,2022-11-09 19:26:46 -0600,71d6b6bf0a23ca1105d78fef964ac83792d166e1,20221108DC9348,live,91.83,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:26:01.053Z,268,304,88.16,10525,221326,74.05,10527,77558,25.95,325484,99,298884,819740,268,280,X,2022-11-09T02:36:06.153Z,0.0
1668043856,2022-11-09 19:30:56 -0600,c97480a45186bd91a3cceb854e88993fe1b120a3,20221108DC9348,live,92.97,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:29:33.339Z,268,304,88.16,10525,223778,73.95,10527,78818,26.05,325484,99,302596,819740,268,283,X,2022-11-09T02:36:06.153Z,0.0
1668044189,2022-11-09 19:36:29 -0600,b55606e82425e630804175f7d51953f7275faec9,20221108DC9348,live,93.9,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:35:08.139Z,268,304,88.16,10525,225996,73.94,10527,79634,26.06,325484,99,305630,819740,268,286,X,2022-11-09T02:36:06.153Z,0.0
1668044398,2022-11-09 19:39:58 -0600,0884da6a53ef537940422acec980f221b9e7895e,20221108DC9348,live,94.42,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:38:49.774Z,268,304,88.16,10525,227254,73.95,10527,80064,26.05,325484,99,307318,819740,268,288,X,2022-11-09T02:36:06.153Z,0.0
1668044648,2022-11-09 19:44:08 -0600,55d5797ae2b973b90d8e47181cec491bb25cfbb5,20221108DC9348,live,95.5,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:43:20.646Z,268,304,88.16,10525,229750,73.91,10527,81082,26.09,325484,99,310832,819740,268,290,X,2022-11-09T02:36:06.153Z,0.0
1668044860,2022-11-09 19:47:40 -0600,92217768af4befdaf502c92b5d5461b7e4767340,20221108DC9348,live,96.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:46:19.282Z,268,304,88.16,10525,231128,73.97,10527,81334,26.03,325484,99,312462,819740,268,293,X,2022-11-09T02:36:06.153Z,0.0
1668045028,2022-11-09 19:50:28 -0600,316e77f325a543f33a99d5976367a4f26b3c9f12,20221108DC9348,live,96.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:49:22.646Z,268,304,88.16,10525,231128,73.97,10527,81334,26.03,325484,99,312462,819740,268,293,X,2022-11-09T02:36:06.153Z,0.0
1668045154,2022-11-09 19:52:34 -0600,47a54ec94addfae341ba5b48ee15577c3dc6331b,20221108DC9348,live,96.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T01:51:23.172Z,304,304,100.0,10525,231128,73.97,10527,81334,26.03,325484,99,312462,819740,304,293,X,2022-11-09T02:36:06.153Z,0.0
1668047433,2022-11-09 20:30:33 -0600,2c45a1b7006efadb77e75b0d4dc27993cb7af273,20221108DC9348,live,96.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T02:29:26.652Z,304,304,100.0,10525,231128,73.97,10527,81334,26.03,325484,99,312462,819740,304,293,X,2022-11-09T02:36:06.153Z,0.0
1668047518,2022-11-09 20:31:58 -0600,aea3c6dc8b2a75206361ada6a9ea536d2a0b2cd5,20221108DC9348,live,96.0,DC,District of Columbia,9,1,2022-11-09T01:00:00.000Z,state,0,2022-11-10T02:31:01.618Z,304,304,100.0,10525,231128,73.97,10527,81334,26.03,325484,99,312462,819740,304,293,X,2022-11-09T02:36:06.153Z,0.0
