captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23279.first,candidates.23279.last,candidates.23279.abbrv,candidates.23279.party,candidates.23279.candidateID,candidates.23279.polID,candidates.23279.ballotOrder,candidates.23279.polNum,candidates.23279.electWon,candidates.23282.first,candidates.23282.last,candidates.23282.party,candidates.23282.incumbent,candidates.23282.candidateID,candidates.23282.polID,candidates.23282.ballotOrder,candidates.23282.polNum,candidates.23282.electWon,candidates.23282.winnerDateTime
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,339614,99,318935,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334380,99,324571,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334380,99,324315,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334638,99,324571,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334380,99,324571,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334638,99,324571,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334638,99,326753,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334638,99,327760,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,329878,99,327760,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667976671,2022-11-09 00:51:11 -0600,ea959052a4daa986b427aee926dc66fbdb41fd60,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,329878,99,328120,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667977490,2022-11-09 01:04:50 -0600,73af89bd198396be18bf17786481f7c1aff2cd2b,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,334813,99,328120,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,336194,99,328120,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1667980799,2022-11-09 01:59:59 -0600,934823804566c431cf70570e863807e708ff1c49,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,331434,99,328120,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1668175718,2022-11-11 08:08:38 -0600,f353cff5873355a44051e184179496a5addb3164,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,331434,99,328303,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1668292691,2022-11-12 16:38:11 -0600,4b6fdce3676b04723c70701506ec00558ff455a6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 21,21,331434,99,328304,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1668431330,2022-11-14 07:08:50 -0600,b3279e8f32c51717e35e915072e8637008ced837,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 21,21,331434,99,328304,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1668443119,2022-11-14 10:25:19 -0600,986c50cb63340d2fb79b7560f819cf5596776e6f,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 21,21,331434,99,328327,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1668447279,2022-11-14 11:34:39 -0600,571d1a9e2cf983a5bce0906e11cef01f36bb5560,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 21,21,331434,99,328451,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
1669048638,2022-11-21 10:37:18 -0600,4a833f55035bdf60244896e2416e3ddba7b39cd2,FL-20221108_Eday80,10,General,G,Tabulation Paused,Called,H,U.S. House,True,District 21,21,328505,100,328451,1450505,True,20221108FL10393,2022-11-08,FL,23282,Corinna,Balderramos Robinson,Bldrrms,Dem,23279,71609,1,15453,0,Brian,Mast,GOP,True,23282,65757,2,14629,0,2022-11-09T01:16:58.001Z
