captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.37352.first,candidates.37352.last,candidates.37352.party,candidates.37352.candidateID,candidates.37352.ballotOrder,candidates.37352.polID,candidates.37352.polNum,candidates.37352.electWon,candidates.37353.first,candidates.37353.last,candidates.37353.party,candidates.37353.candidateID,candidates.37353.ballotOrder,candidates.37353.polID,candidates.37353.polNum,candidates.37353.electWon,candidates.37961.first,candidates.37961.last,candidates.37961.party,candidates.37961.candidateID,candidates.37961.ballotOrder,candidates.37961.polID,candidates.37961.polNum,candidates.37961.electWon,candidates.37962.first,candidates.37962.last,candidates.37962.party,candidates.37962.candidateID,candidates.37962.ballotOrder,candidates.37962.polID,candidates.37962.polNum,candidates.37962.electWon,candidates.37352.winnerDateTime,isCertified
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,80622,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,26711,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,80622,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,89616,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667973074,2022-11-08 23:51:14 -0600,eb28abe2520dfc732dc2e53485df27d909fe0dce,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,109989,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,351430,99,218527,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,,
1667977288,2022-11-09 01:01:28 -0600,8a44f565442a4579e6df315edf5565e7f37a882b,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,351430,99,223320,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667980840,2022-11-09 02:00:40 -0600,5418f1636d7484673d071c25f7efde6e91377caa,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,351430,99,243278,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,351430,99,271647,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667987563,2022-11-09 03:52:43 -0600,8abcd32a71680efad0e1b14075bb8680bae203ec,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,342119,99,299949,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667987603,2022-11-09 03:53:23 -0600,907e925b1b5bf0815b2f82ea78e7a5d530eaf2f1,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,351430,99,271647,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667987643,2022-11-09 03:54:03 -0600,f798a1f9c8d4d3a3f69f26fb63de81045062e5fc,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,342119,99,299949,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667988406,2022-11-09 04:06:46 -0600,13f2a5928c898dd4d3c7860a848c46f4b423449f,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,343118,99,299949,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1667989201,2022-11-09 04:20:01 -0600,2770f40101960610cfbac039b7f8df7241b56094,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,348125,99,299949,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1668002046,2022-11-09 07:54:06 -0600,951596907fd105004123ebe5d8b63441de2163cf,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,348125,99,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1668017961,2022-11-09 12:19:21 -0600,68ccc01fe598d71852b4d6c9d568579da1559216,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,342767,99,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1668018004,2022-11-09 12:20:04 -0600,60b2503bcd7308902ff4a2049872255350769dfc,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,348125,99,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1668018046,2022-11-09 12:20:46 -0600,f39f5395bce3d08abf023c8cdf19c243dd1dfbca,MI-20221108_Eday80,23,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,342767,99,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1668446509,2022-11-14 11:21:49 -0600,cb886ac85279689044bc9963f7336ce70efc4d20,MI-20221108_Eday80,23,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,342767,99,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,
1669668708,2022-11-28 14:51:48 -0600,90a202cc20d4ec9da5d23f932b38bd80bff63135,MI-20221108_Eday80,23,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,338988,100,339340,969389,True,20221108MI23807,2022-11-08,MI,Hillary,Scholten,Dem,37352,1,69080,29817,0,John,Gibbs,GOP,37353,2,70824,30120,0,Louis,Palus,WCP,37961,4,71662,29787,0,Jamie,Lewis,Lib,37962,3,71663,28226,0,2022-11-09T06:55:35.573Z,False
