captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.47401.first,candidates.47401.last,candidates.47401.party,candidates.47401.candidateID,candidates.47401.ballotOrder,candidates.47401.polID,candidates.47401.polNum,candidates.47401.electWon,candidates.47402.first,candidates.47402.last,candidates.47402.party,candidates.47402.candidateID,candidates.47402.ballotOrder,candidates.47402.polID,candidates.47402.polNum,candidates.47402.electWon,candidates.47402.winnerDateTime
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,1848237,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,1916335,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,1895470,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,1931416,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,1923868,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,2297472,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,2532151,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,2593965,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,2874998,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4700000,99,3136687,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4600000,99,3250642,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4600000,99,3613287,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4400000,99,3790190,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4400000,99,3840527,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667967767,2022-11-08 22:22:47 -0600,d2b302ebb94fe21871c9483192bb3df9a98f2ac1,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4400000,99,3877373,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,
1667968580,2022-11-08 22:36:20 -0600,8dda0f830e7e8651004cd9142ca946394c2bd364,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4250000,99,3922500,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3941901,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3965404,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3970529,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3971210,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667972764,2022-11-08 23:46:04 -0600,82ba377844e9961d9064213cab9939b1444d2eba,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3985307,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667973466,2022-11-08 23:57:46 -0600,99efdc0f1ed1d3ebdb4c01c2b3affc8219305bc0,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,3992540,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4200000,99,4007368,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667974988,2022-11-09 00:23:08 -0600,5d6616b419546bd84ca0c06ee5a7a5389ea5fc67,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4010028,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667979192,2022-11-09 01:33:12 -0600,bdaf4fc12fe65f7bcce0f8063c33ccd41427f273,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4011690,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4028751,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667980881,2022-11-09 02:01:21 -0600,406718cabac07dd3ea87c3ec51d5a51a5b20435c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4031121,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667980920,2022-11-09 02:02:00 -0600,d8dacf3ba7026ec4b78c9b6ae2fd53c41765fbd5,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4028751,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1667980960,2022-11-09 02:02:40 -0600,77e86fad3864f77f6953461bce33086104908ed9,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4150000,99,4031121,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
1668144335,2022-11-10 23:25:35 -0600,89f2fb341a83a0e4df8246acdcb01643f4bd7cb4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,S,U.S. Senate,Rob,Portman,Portman,GOP,44785,393,41408,True,True,True,4071839,99,4031121,7050000,True,20221108OH36780,2022-11-08,OH,Tim,Ryan,Dem,47401,1,1388,41198,0,JD,Vance,GOP,47402,2,70152,42429,0,2022-11-09T04:19:21.819Z
